Date,High,Low,Open,Close,Volume,Adj Close,RSI-1,RSI-2,RSI-3,RSI-4,RSI-5,RSI-6,RSI-7,RSI-8,RSI-9,RSI-10,RSI-11,RSI-12,RSI-13,RSI-14,RSI-15,RSI-16,RSI-17,RSI-18,RSI-19,RSI-20,SMA-50,SMA-200
1996-12-31,30.625,29.708332061767578,30.5,29.791667938232422,5710800.0,14.882478713989258,,,,,,,,,,,,,,,,,,,,,,
1997-01-02,30.083332061767578,28.708332061767578,30.083332061767578,29.333332061767578,10503600.0,14.745902061462402,0.0,,,,,,,,0.0,,,,,,,,,,,,,
1997-01-03,29.583332061767578,28.958332061767578,29.541667938232422,29.416667938232422,7268100.0,14.787803649902344,100.0,26.66715494195627,,,,,,,100.0,,,,,,,,,,,,,
1997-01-06,29.625,28.833332061767578,29.416667938232422,29.125,5219100.0,14.64117431640625,0.0,9.302543444657829,10.08426635646677,,,,,,0.0,,,,,,,,,,,,,
1997-01-07,29.083332061767578,28.541667938232422,29.0,28.916667938232422,5855400.0,14.536449432373047,0.0,4.819420637074202,6.434496393739579,7.024581605374166,,,,,0.0,,,,,,,,,,,,,
1997-01-08,29.541667938232422,29.083332061767578,29.125,29.208332061767578,9190800.0,14.683073043823242,100.0,59.48702057833429,46.839143215027114,41.25730960160351,38.19194038548383,,,,100.0,,,,,,,,,,,,,
1997-01-09,29.75,29.291667938232422,29.291667938232422,29.458332061767578,7713600.0,14.80874252319336,100.0,79.58653078663147,65.81775365301337,58.65501409418958,54.45174775942738,51.72582662932521,,,100.0,,,,,,,,,,,,,
1997-01-10,29.375,28.875,28.875,29.25,7047000.0,14.704019546508789,0.0,43.564412336541444,45.509199728107816,44.132256455580524,42.73980504112352,41.63028748332874,40.76678309987922,,0.0,,,,,,,,,,,,,
1997-01-13,29.625,29.083332061767578,29.541667938232422,29.166667938232422,7021500.0,14.66212272644043,0.0,31.98352153272714,38.400086635464376,38.98436728773814,38.58973919632852,38.064319732872534,37.578406687722186,37.16064795727915,0.0,,,,,,,,,,,,,
1997-01-14,30.041667938232422,29.541667938232422,29.583332061767578,29.875,9700500.0,15.018202781677246,100.0,87.6764651500761,79.40999215083248,73.72298706805711,69.77408695969356,66.94513355947015,64.84467926307154,63.233712566351876,100.0,,,,,,,,,,,,,
1997-01-15,30.416667938232422,29.583332061767578,29.791667938232422,30.208332061767578,7870500.0,15.18576717376709,100.0,93.04010007073836,85.99259651797173,80.63926228612289,76.72615559747516,73.83499856074631,71.64472411712046,69.9412541595285,100.0,67.48119853009446,,,,,,,,,,,,
1997-01-16,30.5,30.083332061767578,30.291667938232422,30.291667938232422,6783900.0,15.227662086486816,100.0,94.28403670440167,87.4921750480384,82.20092539389945,78.28686513501228,75.37488848225125,73.15905316509519,71.43048926431426,100.0,68.92695439168844,67.99563953451474,,,,,,,,,,,
1997-01-17,30.875,30.166667938232422,30.166667938232422,30.666667938232422,5834100.0,15.416180610656738,100.0,97.80872713498887,92.73901371937727,88.0056368819289,84.23377097513124,81.31342185460613,79.03657937417583,77.23165293884458,100.0,74.57797960337794,73.58002407835632,72.73632133156508,,,,,,,,,,
