Date,High,Low,Open,Close,Volume,Adj Close,RSI-1,RSI-2,RSI-3,RSI-4,RSI-5,RSI-6,RSI-7,RSI-8,RSI-9,RSI-10,RSI-11,RSI-12,RSI-13,RSI-14,RSI-15,RSI-16,RSI-17,RSI-18,RSI-19,RSI-20,SMA-50,SMA-200
1996-12-31,23.125,22.625,23.0625,22.6875,2202200.0,13.279288291931152,,,,,,,,,,,,,,,,,,,,,,
1997-01-02,22.6875,22.3125,22.625,22.5625,2878800.0,13.206119537353516,0.0,,,,,,,,,,,,,,,,,,,,,
1997-01-03,22.6875,22.375,22.625,22.5,3123600.0,13.169532775878906,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1997-01-06,22.5625,22.25,22.4375,22.4375,4390200.0,13.132952690124512,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1997-01-07,22.25,21.8125,22.125,22.125,6976600.0,12.950045585632324,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
1997-01-08,22.125,21.6875,22.0625,22.0625,7547600.0,12.913467407226562,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1997-01-09,22.375,22.0,22.25,22.0,4035600.0,12.876884460449219,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1997-01-10,22.25,21.625,21.875,21.875,6064000.0,12.803714752197266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1997-01-13,22.1875,21.9375,22.0,22.1875,4479000.0,12.98662281036377,100.0,74.07407407407408,59.5361245712419,51.289114837029345,46.25665947875182,42.93312557129448,40.595421667053294,38.8695154677597,,,,,,,,,,,,,,
1997-01-14,22.3125,21.75,22.125,22.125,6270600.0,12.950045585632324,0.0,57.14285714285714,50.51391615660007,45.11824814302132,41.46193316893621,38.92256398608344,37.08283705139221,35.69794553382957,34.6216451538249,,,,,,,,,,,,,
1997-01-15,22.5,21.875,22.0625,22.4375,5874400.0,13.132952690124512,100.0,86.95652173913044,76.83846382530201,69.54570490752255,64.47593776621957,60.85996399174681,58.18731419278805,56.14549700337155,54.54091566114064,53.249702585053974,,,,,,,,,,,,
1997-01-16,22.75,22.125,22.5,22.3125,6359200.0,13.059789657592773,0.0,55.865921787709496,58.24735509354487,56.203878104180255,53.88383223614845,51.91043353866856,50.3117500821975,49.01961974557982,47.96473141820479,47.09219410138024,46.360935758451,,,,,,,,,,,
1997-01-17,23.375,22.375,22.4375,23.25,9051600.0,13.6085205078125,100.0,93.06409130816506,88.78203213995846,84.99323734490167,81.84492031194343,79.30261301151802,77.25208553990076,75.58257760503433,74.20597611047289,73.05600920781407,72.08345754026712,71.25163209330577,,,,,,,,,,
1997-01-20,23.5625,23.125,23.4375,23.375,5071400.0,13.681681632995605,100.0,94.33691756272401,90.21345725260525,86.56346008623562,83.51116779093844,81.03136170376146,79.02142367099012,77.37864512527617,76.0199381265463,74.88212329849325,73.9179088177479,73.09183260171835,72.3770672344475,,,,,,,,,
1997-01-21,23.1875,22.8125,23.125,23.125,7427200.0,13.535357475280762,0.0,54.40264572137247,65.23954344234471,67.67926035648863,67.92582740462448,67.50026327857114,66.88301208611676,66.24147661669443,65.63452131401053,65.08037552625109,64.5815844944035,64.13479821542411,63.734756093513525,63.37591741230667,,,,,,,,
1997-01-22,23.1875,22.4375,23.125,22.625,9357400.0,13.242700576782227,0.0,20.199539524174995,35.640401382867296,42.7877170219335,46.31628870486596,48.18809885691506,49.23583922836178,49.843673866337404,50.20300367200638,50.415537770774954,50.5382778922276,50.60460529747566,50.63479335475198,50.64153223710552,50.63296677833923,,,,,,,
1997-01-23,23.9375,22.6875,22.75,23.25,12196000.0,13.6085205078125,100.0,68.97045658012533,65.22393035183924,64.53003150923412,64.14117147478254,63.746543080782644,63.34143841233947,62.94698749547024,62.57630346903853,62.234719920492665,61.92307405194935,61.63999126825792,61.38316216247072,61.150000874206505,60.93796471521743,60.744696275971506,,,,,,
1997-01-24,23.375,22.9375,23.125,23.3125,5609600.0,13.645101547241211,100.0,72.350156889858,67.46704476881996,66.24063555096572,65.57016134661217,65.0074792822983,64.49250680900853,64.0212092133131,63.59397624940382,63.20912475184501,62.86334178307464,62.55265472857377,62.273050264661244,62.02078093667341,61.79248600035691,61.58521578022399,61.3964106649212,,,,,
1997-01-27,23.3125,22.8125,23.25,22.8125,4309800.0,13.352448463439941,0.0,26.3791665858719,38.03060012509595,43.73995182672739,46.88591917162006,48.734939186078236,49.87572644748176,50.60705232712455,51.09019087426082,51.41680420439306,51.64135073660084,51.79744565296031,51.90653435795532,51.98269469384146,52.03540015556685,52.07116511777691,52.09455460587492,52.1088210456031,,,,
1997-01-28,23.1875,22.875,23.0625,23.0,4134200.0,13.462193489074707,100.0,50.13986105821634,50.24230833101646,51.90793210337999,53.14443932647586,53.924972451105845,54.39750343772772,54.67693590685995,54.83644663854615,54.92095632799741,54.958103323841705,54.965129692725945,54.95297136963416,54.92867582569177,54.89684805025312,54.86053066707995,54.82174993168097,54.781860871275995,54.74176935709844,,,
1997-01-29,23.0625,22.5625,23.0,22.875,4242200.0,13.389026641845703,0.0,35.054859293944816,41.9714099203083,45.974825546629795,48.39262044759613,49.88473989704473,50.83098016058885,51.44711280376742,51.85742493672225,52.13549821512197,52.32625997718252,52.457977776125304,52.54893573259285,52.61125828443848,52.653165220227734,52.68033942813145,52.69677844402877,52.70533749580331,52.70808347965699,52.70653034241881,,
1997-01-30,23.0625,22.5,23.0,22.5625,3658600.0,13.206119537353516,0.0,13.997910212461733,25.951117617015726,33.2909207739326,37.82397671346429,40.72989523861989,42.67105345882097,44.01800180016406,44.984250282683504,45.6975307957299,46.23717190485646,46.65417701115852,46.98237670407451,47.24484316976726,47.45770505144821,47.632487780314975,47.777590618867876,47.89924319614197,48.00213961323668,48.0898678197257,,
1997-01-31,23.3125,22.625,22.8125,22.75,4074800.0,13.315862655639648,100.0,50.022690327102914,44.8846600510032,45.3522496187733,46.57477618941574,47.64746404422992,48.46240540707323,49.06185209225619,49.50202115845052,49.827877088548966,50.07179307940903,50.256457086314725,50.397745946773284,50.50686225039079,50.59180605688379,50.658366489246276,50.71078873178382,50.7522258410565,50.78504812063414,50.81105760018852,,
1997-02-03,22.9375,22.5625,22.9375,22.625,3334600.0,13.242700576782227,0.0,32.09648027975126,35.74502299181074,39.07266740975341,41.68566132877933,43.57853251975771,44.93205503231982,45.91029918303075,46.63014819655929,47.17020797332587,47.58297377464474,47.903873875111756,48.157221549317235,48.360013652855784,48.524352949206666,48.659009692985656,48.7704440636531,48.863487137870706,48.941802332195145,49.008203367557506,,
1997-02-04,22.9375,22.625,22.75,22.9375,3426200.0,13.425613403320312,100.0,75.67758138541896,63.5658820970808,58.31296146054795,56.08998997650736,55.08523695430185,54.582051515373735,54.29807986688342,54.11681316790263,53.98736269266886,53.88621192573028,53.80188936194268,53.72849304870777,53.662815107588685,53.603006167015835,53.547929671909436,53.496838306211465,53.44920643728227,53.40464063741099,53.362830434182875,,
1997-02-05,22.9375,22.5,22.8125,22.75,4290800.0,13.315862655639648,0.0,42.75156558991184,45.741435244580735,46.55232331899287,47.32298826883093,48.032265193976166,48.61821982654463,49.079244972863215,49.43582088775169,49.710900644391295,49.92394128127773,50.090029455727674,50.220487022468824,50.32372627458021,50.406000141111555,50.47198147963827,50.525189430099644,50.56829753882326,50.603355398199355,50.63194840950663,,
1997-02-06,22.8125,22.3125,22.6875,22.5,5464800.0,13.169532775878906,0.0,19.79036788381174,29.306065111798517,34.26631790037878,37.54290856579904,39.865436759406066,41.55525558746387,42.80937346247642,43.75831538152852,44.489938521562046,45.06403414140292,45.52186821890103,45.89238816360457,46.19624931182062,46.4484410285437,46.66001829971023,46.8392595162811,46.99245246392703,47.124436246868996,47.23898066650393,,
1997-02-07,22.6875,22.375,22.625,22.6875,4467800.0,13.279288291931152,100.0,55.57795057901116,49.65623087353393,47.992139006939475,47.6799194646657,47.84627017945218,48.14658977229944,48.45369232140967,48.726759044171,48.957301976603866,49.14799122118761,49.304624051133224,49.43321710159642,49.539069872598105,49.62656770938546,49.69924326344008,49.75991092590284,49.81080575363032,49.8537045738073,49.89002467725609,,
1997-02-10,23.0625,22.75,22.8125,23.0,4214600.0,13.462193489074707,100.0,82.14010966067849,70.72453577020639,64.4760201763825,60.9006728502447,58.78584575344705,57.472535740953475,56.61037044203012,56.012771657942515,55.57773660887573,55.2473551425304,54.98736490845574,54.77664786957615,54.601672074295,54.45344836163006,54.3258049867709,54.21437573291266,54.11598707795458,54.028275686576045,53.94944286614133,,
1997-02-11,23.25,22.625,23.125,22.875,4066200.0,13.389026641845703,0.0,55.561646035869096,56.53018522240568,55.15296828407419,54.069292146272645,53.408513988325076,53.02231987675311,52.791526418292754,52.64626681782713,52.54851656448126,52.47783202394292,52.423112012612926,52.37821454208371,52.33966396794907,52.305444160562466,52.27435360916421,52.24565445503032,52.21887786007036,52.19371408996532,52.169949367265275,,
1997-02-12,23.0625,22.5,22.9375,23.0625,4405800.0,13.49877643585205,100.0,77.45074915174004,70.05330379571012,65.21313479521268,62.05088123096071,59.99535247673962,58.6284202784941,57.68496189292804,57.00676478375609,56.500065113920904,56.10827868282298,55.79627001115545,55.54151349841779,55.32909738481054,55.14884355641557,54.99360445961837,54.858228282490046,54.738912866694044,54.63279160241287,54.53766132937437,,
1997-02-13,23.4375,23.0,23.0625,23.25,4397800.0,13.6085205078125,100.0,88.64100358712653,79.58140229266559,73.22224636322325,68.82307682100334,65.7977373933024,63.68444082680936,62.16682552135252,61.04252360005551,60.18416073044947,59.51076271754592,58.96973380713976,58.52601906893473,58.155626956027916,57.841712645475994,57.57216341227422,57.33807620581887,57.13277525050462,56.95116353943993,56.789285341660154,,
1997-02-14,23.375,23.125,23.25,23.375,3244600.0,13.681681632995605,100.0,93.16414033764605,84.5098740326099,77.77138289820941,72.85923870316805,69.35375089772126,66.83668726768218,64.99191943386558,63.60482466319103,62.53454834751495,61.688683053939506,61.00571113304599,60.443817415822025,59.97392565334606,59.57535601875682,59.233081379834765,58.93596216084855,58.675587957638854,58.44550185874776,58.240670737112616,,
1997-02-18,23.5,23.0,23.25,23.4375,3967000.0,13.718265533447266,100.0,95.11095237744522,86.88420955759148,80.03280031283735,74.89087913976768,71.15326977876101,68.4349588624008,66.42458064620253,64.90328398600502,63.724222007235994,62.78953811824797,62.03332448460601,61.41037967296316,60.88905227587707,60.44670612386963,60.066820000480114,59.73710378854105,59.448252532275035,59.19310677281749,58.96607607590225,,
1997-02-19,23.5,23.0625,23.4375,23.125,3910400.0,13.535357475280762,0.0,24.717366775425646,40.41869794457709,47.68881375543579,51.02086570641737,52.615924587376824,53.4175924069014,53.83522066272517,54.05537684187287,54.168356521452196,54.22054776611085,54.2371090487741,54.232339129998444,54.2146888674346,54.18931407964039,54.15943978181675,54.1271211287633,54.09368417780181,54.059989753535255,54.026596005960194,,
1997-02-20,23.0625,22.8125,22.9375,23.0625,3257600.0,13.49877643585205,0.0,19.07133174017909,34.83051051928361,43.04941673868786,47.25542818414848,49.5196364822931,50.81569354766946,51.5998713830371,52.09622516050146,52.421479835578324,52.640094329566125,52.78958567518647,52.89280788176067,52.964234032422084,53.01333639150328,53.046489781481704,53.068087557955636,53.081219581596464,53.088097141467536,53.090326676114124,,
